user_id,road_user_type,gender,age,age_group,age_group_id
5239,Pedal cyclist,Female,32,26_to_39,3
5240,Pedestrian,Male,62,40_to_64,4
5241,Driver,Male,55,40_to_64,4
5242,Driver,Male,20,17_to_25,2
5243,Driver,Male,66,65_to_74,1
5244,Pedestrian,Male,56,40_to_64,4
5245,Driver,Male,73,65_to_74,1
5246,Driver,Male,18,17_to_25,2
5247,Pedestrian,Female,21,17_to_25,2
5248,Driver,Female,72,65_to_74,1
5249,Passenger,Male,82,75_or_older,6
5250,Driver,Male,18,17_to_25,2
5251,Pedestrian,Male,80,75_or_older,6
5252,Pedestrian,Male,76,75_or_older,6
5253,Driver,Male,88,75_or_older,6
5254,Motorcycle rider,Male,60,40_to_64,4
5255,Passenger,Male,33,26_to_39,3
5256,Pedestrian,Male,54,40_to_64,4
5257,Driver,Male,20,17_to_25,2
5258,Motorcycle rider,Male,53,40_to_64,4
5259,Driver,Male,18,17_to_25,2
5260,Pedestrian,Female,65,65_to_74,1
5261,Driver,Male,33,26_to_39,3
5262,Passenger,Female,24,17_to_25,2
5263,Driver,Female,72,65_to_74,1
5264,Driver,Female,63,40_to_64,4
5265,Pedestrian,Female,35,26_to_39,3
5266,Motorcycle rider,Male,62,40_to_64,4
5267,Passenger,Female,8,0_to_16,5
5268,Pedestrian,Male,51,40_to_64,4
5269,Driver,Male,41,40_to_64,4
5270,Pedal cyclist,Male,47,40_to_64,4
5271,Passenger,Male,10,0_to_16,5
5272,Motorcycle rider,Male,39,26_to_39,3
5273,Driver,Female,54,40_to_64,4
5274,Driver,Male,85,75_or_older,6
5275,Passenger,Female,69,65_to_74,1
5276,Driver,Male,28,26_to_39,3
5277,Driver,Male,21,17_to_25,2
5278,Motorcycle rider,Male,35,26_to_39,3
5279,Driver,Male,80,75_or_older,6
5280,Driver,Male,97,75_or_older,6
5281,Driver,Female,63,40_to_64,4
5282,Driver,Male,22,17_to_25,2
5283,Driver,Male,29,26_to_39,3
5284,Motorcycle rider,Male,24,17_to_25,2
5285,Pedestrian,Male,51,40_to_64,4
5286,Driver,Male,27,26_to_39,3
5287,Driver,Female,78,75_or_older,6
5288,Driver,Male,76,75_or_older,6
5289,Driver,Male,59,40_to_64,4
5290,Driver,Male,37,26_to_39,3
5291,Driver,Male,67,65_to_74,1
5292,Motorcycle rider,Male,56,40_to_64,4
5293,Driver,Female,32,26_to_39,3
5294,Passenger,Male,18,17_to_25,2
5295,Passenger,Male,16,0_to_16,5
5296,Passenger,Female,19,17_to_25,2
5297,Pedestrian,Male,57,40_to_64,4
5298,Motorcycle rider,Male,54,40_to_64,4
5299,Driver,Male,65,65_to_74,1
5300,Driver,Female,59,40_to_64,4
5301,Driver,Female,64,40_to_64,4
5302,Motorcycle rider,Male,23,17_to_25,2
5303,Driver,Male,32,26_to_39,3
5304,Passenger,Male,25,17_to_25,2
5305,Driver,Male,29,26_to_39,3
5306,Driver,Male,21,17_to_25,2
5307,Pedestrian,Male,20,17_to_25,2
5308,Driver,Male,36,26_to_39,3
5309,Motorcycle rider,Male,59,40_to_64,4
5310,Motorcycle rider,Male,49,40_to_64,4
5311,Pedestrian,Female,2,0_to_16,5
5312,Driver,Male,63,40_to_64,4
5313,Passenger,Male,80,75_or_older,6
5314,Driver,Female,61,40_to_64,4
5315,Driver,Male,79,75_or_older,6
5316,Pedestrian,Male,78,75_or_older,6
5317,Driver,Male,60,40_to_64,4
5318,Driver,Male,62,40_to_64,4
5319,Pedestrian,Male,31,26_to_39,3
5320,Pedestrian,Female,59,40_to_64,4
5321,Driver,Male,35,26_to_39,3
5322,Passenger,Male,15,0_to_16,5
5323,Passenger,Male,52,40_to_64,4
5324,Driver,Male,27,26_to_39,3
5325,Driver,Female,38,26_to_39,3
5326,Motorcycle rider,Male,30,26_to_39,3
5327,Motorcycle rider,Female,46,40_to_64,4
5328,Motorcycle rider,Male,38,26_to_39,3
5329,Driver,Male,48,40_to_64,4
5330,Driver,Female,68,65_to_74,1
5331,Driver,Male,25,17_to_25,2
5332,Driver,Female,61,40_to_64,4
5333,Motorcycle rider,Male,55,40_to_64,4
5334,Motorcycle rider,Male,67,65_to_74,1
5335,Driver,Male,36,26_to_39,3
5336,Motorcycle rider,Male,42,40_to_64,4
5337,Passenger,Female,16,0_to_16,5
5338,Driver,Male,19,17_to_25,2
5339,Motorcycle rider,Male,31,26_to_39,3
5340,Pedestrian,Male,27,26_to_39,3
5341,Driver,Male,18,17_to_25,2
5342,Driver,Female,29,26_to_39,3
5343,Driver,Male,40,40_to_64,4
5344,Driver,Male,24,17_to_25,2
5345,Driver,Male,42,40_to_64,4
5346,Driver,Male,29,26_to_39,3
5347,Pedestrian,Male,36,26_to_39,3
5348,Driver,Male,17,17_to_25,2
5349,Driver,Female,80,75_or_older,6
5350,Driver,Male,25,17_to_25,2
5351,Driver,Male,47,40_to_64,4
5352,Pedestrian,Male,21,17_to_25,2
5353,Passenger,Female,68,65_to_74,1
5354,Driver,Male,69,65_to_74,1
5355,Pedestrian,Male,86,75_or_older,6
5356,Driver,Male,49,40_to_64,4
5357,Pedestrian,Female,64,40_to_64,4
5358,Motorcycle rider,Male,28,26_to_39,3
5359,Driver,Male,36,26_to_39,3
5360,Pedal cyclist,Female,65,65_to_74,1
5361,Driver,Male,69,65_to_74,1
5362,Driver,Female,26,26_to_39,3
5363,Passenger,Male,32,26_to_39,3
5364,Driver,Male,36,26_to_39,3
5365,Motorcycle rider,Male,64,40_to_64,4
5366,Motorcycle rider,Male,55,40_to_64,4
5367,Motorcycle rider,Male,69,65_to_74,1
5368,Motorcycle rider,Male,35,26_to_39,3
5369,Passenger,Female,28,26_to_39,3
5370,Driver,Male,42,40_to_64,4
5371,Passenger,Male,35,26_to_39,3
5372,Driver,Male,35,26_to_39,3
5373,Pedal cyclist,Male,5,0_to_16,5
5374,Motorcycle rider,Male,47,40_to_64,4
5375,Pedestrian,Female,81,75_or_older,6
5376,Driver,Male,45,40_to_64,4
5377,Passenger,Male,25,17_to_25,2
5378,Driver,Female,20,17_to_25,2
5379,Motorcycle rider,Male,21,17_to_25,2
5380,Motorcycle rider,Male,51,40_to_64,4
5381,Driver,Male,51,40_to_64,4
5382,Motorcycle rider,Male,72,65_to_74,1
5383,Passenger,Female,22,17_to_25,2
5384,Driver,Male,28,26_to_39,3
5385,Pedestrian,Male,20,17_to_25,2
5386,Driver,Male,41,40_to_64,4
5387,Driver,Female,45,40_to_64,4
5388,Pedestrian,Male,12,0_to_16,5
5389,Motorcycle rider,Male,19,17_to_25,2
5390,Driver,Female,51,40_to_64,4
5391,Motorcycle rider,Male,57,40_to_64,4
5392,Driver,Male,19,17_to_25,2
5393,Driver,Female,69,65_to_74,1
5394,Driver,Male,23,17_to_25,2
5395,Passenger,Male,39,26_to_39,3
5396,Passenger,Female,23,17_to_25,2
5397,Passenger,Male,72,65_to_74,1
5398,Pedestrian,Male,52,40_to_64,4
5399,Passenger,Female,25,17_to_25,2
5400,Driver,Male,34,26_to_39,3
5401,Driver,Female,85,75_or_older,6
5402,Motorcycle rider,Male,65,65_to_74,1
5403,Motorcycle rider,Male,31,26_to_39,3
5404,Motorcycle rider,Male,39,26_to_39,3
5405,Driver,Male,43,40_to_64,4
5406,Driver,Female,34,26_to_39,3
5407,Pedestrian,Male,38,26_to_39,3
5408,Motorcycle rider,Male,42,40_to_64,4
5409,Driver,Male,53,40_to_64,4
5410,Driver,Male,43,40_to_64,4
5411,Pedal cyclist,Male,62,40_to_64,4
5412,Driver,Female,23,17_to_25,2
5413,Pedestrian,Male,23,17_to_25,2
5414,Passenger,Female,32,26_to_39,3
5415,Driver,Male,79,75_or_older,6
5416,Driver,Male,46,40_to_64,4
5417,Driver,Male,60,40_to_64,4
5418,Motorcycle rider,Male,47,40_to_64,4
5419,Passenger,Male,30,26_to_39,3
5420,Driver,Male,68,65_to_74,1
5421,Driver,Male,18,17_to_25,2
5422,Passenger,Male,17,17_to_25,2
5423,Motorcycle pillion passenger,Female,22,17_to_25,2
5424,Motorcycle rider,Male,33,26_to_39,3
5425,Driver,Male,55,40_to_64,4
5426,Passenger,Female,79,75_or_older,6
5427,Driver,Male,80,75_or_older,6
5428,Motorcycle rider,Male,22,17_to_25,2
5429,Driver,Male,18,17_to_25,2
5430,Passenger,Female,23,17_to_25,2
5431,Driver,Female,24,17_to_25,2
5432,Passenger,Male,17,17_to_25,2
5433,Driver,Male,19,17_to_25,2
5434,Motorcycle rider,Male,24,17_to_25,2
5435,Driver,Male,51,40_to_64,4
5436,Passenger,Female,19,17_to_25,2
5437,Driver,Male,21,17_to_25,2
5438,Driver,Male,19,17_to_25,2
5439,Driver,Male,19,17_to_25,2
5440,Driver,Male,24,17_to_25,2
5441,Motorcycle rider,Male,55,40_to_64,4
5442,Driver,Male,72,65_to_74,1
5443,Driver,Male,70,65_to_74,1
5444,Driver,Male,17,17_to_25,2
5445,Pedestrian,Female,29,26_to_39,3
5446,Driver,Female,39,26_to_39,3
5447,Driver,Male,43,40_to_64,4
5448,Driver,Male,31,26_to_39,3
5449,Driver,Female,62,40_to_64,4
5450,Motorcycle rider,Male,76,75_or_older,6
5451,Driver,Male,68,65_to_74,1
5452,Pedestrian,Female,74,65_to_74,1
5453,Driver,Male,83,75_or_older,6
5454,Driver,Male,23,17_to_25,2
5455,Motorcycle rider,Male,63,40_to_64,4
5456,Driver,Male,53,40_to_64,4
5457,Motorcycle rider,Male,62,40_to_64,4
5458,Driver,Female,62,40_to_64,4
5459,Passenger,Female,74,65_to_74,1
5460,Motorcycle rider,Male,41,40_to_64,4
5461,Pedestrian,Female,70,65_to_74,1
5462,Driver,Male,19,17_to_25,2
5463,Driver,Male,36,26_to_39,3
5464,Driver,Male,30,26_to_39,3
5465,Pedal cyclist,Male,78,75_or_older,6
5466,Passenger,Female,72,65_to_74,1
5467,Motorcycle rider,Male,61,40_to_64,4
5468,Driver,Female,85,75_or_older,6
5469,Motorcycle rider,Male,65,65_to_74,1
5470,Passenger,Male,42,40_to_64,4
5471,Driver,Male,57,40_to_64,4
5472,Driver,Male,35,26_to_39,3
5473,Driver,Male,19,17_to_25,2
5474,Driver,Male,68,65_to_74,1
5475,Driver,Male,35,26_to_39,3
5476,Driver,Male,18,17_to_25,2
5477,Driver,Female,63,40_to_64,4
5478,Driver,Male,43,40_to_64,4
5479,Pedestrian,Male,76,75_or_older,6
5480,Passenger,Female,74,65_to_74,1
5481,Motorcycle rider,Male,71,65_to_74,1
5482,Driver,Female,47,40_to_64,4
5483,Driver,Male,85,75_or_older,6
5484,Passenger,Female,21,17_to_25,2
5485,Driver,Female,26,26_to_39,3
5486,Pedestrian,Male,45,40_to_64,4
5487,Driver,Male,32,26_to_39,3
5488,Passenger,Male,88,75_or_older,6
5489,Pedestrian,Male,25,17_to_25,2
5490,Driver,Male,24,17_to_25,2
5491,Motorcycle rider,Male,47,40_to_64,4
5492,Driver,Male,61,40_to_64,4
5493,Driver,Female,55,40_to_64,4
5494,Motorcycle rider,Male,66,65_to_74,1
5495,Pedestrian,Male,88,75_or_older,6
5496,Driver,Female,69,65_to_74,1
5497,Driver,Female,78,75_or_older,6
5498,Driver,Male,71,65_to_74,1
5499,Passenger,Female,93,75_or_older,6
5500,Driver,Female,52,40_to_64,4
5501,Driver,Male,59,40_to_64,4
5502,Pedestrian,Male,20,17_to_25,2
5503,Driver,Male,61,40_to_64,4
5504,Motorcycle rider,Male,25,17_to_25,2
5505,Motorcycle rider,Male,24,17_to_25,2
5506,Driver,Male,24,17_to_25,2
5507,Pedal cyclist,Female,52,40_to_64,4
5508,Driver,Male,42,40_to_64,4
5509,Pedestrian,Male,82,75_or_older,6
5510,Motorcycle rider,Male,64,40_to_64,4
5511,Driver,Male,34,26_to_39,3
5512,Driver,Male,60,40_to_64,4
5513,Passenger,Male,27,26_to_39,3
5514,Passenger,Female,26,26_to_39,3
5515,Driver,Male,47,40_to_64,4
5516,Passenger,Female,12,0_to_16,5
5517,Motorcycle rider,Male,44,40_to_64,4
5518,Driver,Male,52,40_to_64,4
5519,Pedestrian,Male,76,75_or_older,6
5520,Driver,Male,34,26_to_39,3
5521,Passenger,Female,81,75_or_older,6
5522,Driver,Male,83,75_or_older,6
5523,Driver,Male,20,17_to_25,2
5524,Pedestrian,Male,47,40_to_64,4
5525,Driver,Male,20,17_to_25,2
5526,Driver,Male,68,65_to_74,1
5527,Motorcycle rider,Male,73,65_to_74,1
5528,Passenger,Male,16,0_to_16,5
5529,Passenger,Female,18,17_to_25,2
5530,Passenger,Male,81,75_or_older,6
5531,Driver,Male,35,26_to_39,3
5532,Pedestrian,Male,58,40_to_64,4
5533,Driver,Male,47,40_to_64,4
5534,Driver,Male,34,26_to_39,3
5535,Passenger,Female,22,17_to_25,2
5536,Motorcycle rider,Male,23,17_to_25,2
5537,Driver,Female,34,26_to_39,3
5538,Driver,Male,84,75_or_older,6
5539,Pedestrian,Female,81,75_or_older,6
5540,Pedestrian,Female,31,26_to_39,3
5541,Driver,Male,51,40_to_64,4
5542,Driver,Male,64,40_to_64,4
5543,Driver,Male,26,26_to_39,3
5544,Driver,Male,53,40_to_64,4
5545,Passenger,Male,89,75_or_older,6
5546,Driver,Male,77,75_or_older,6
5547,Pedestrian,Male,45,40_to_64,4
5548,Driver,Male,18,17_to_25,2
5549,Passenger,Male,23,17_to_25,2
5550,Pedestrian,Female,20,17_to_25,2
5551,Passenger,Male,5,0_to_16,5
5552,Driver,Male,27,26_to_39,3
5553,Passenger,Female,68,65_to_74,1
5554,Pedal cyclist,Male,17,17_to_25,2
5555,Passenger,Female,9,0_to_16,5
5556,Motorcycle rider,Male,30,26_to_39,3
5557,Driver,Male,43,40_to_64,4
5558,Motorcycle rider,Male,18,17_to_25,2
5559,Motorcycle rider,Male,58,40_to_64,4
5560,Driver,Male,37,26_to_39,3
5561,Motorcycle rider,Male,37,26_to_39,3
5562,Driver,Male,17,17_to_25,2
5563,Motorcycle rider,Male,33,26_to_39,3
5564,Driver,Male,90,75_or_older,6
5565,Motorcycle rider,Male,23,17_to_25,2
5566,Driver,Male,41,40_to_64,4
5567,Motorcycle rider,Male,50,40_to_64,4
5568,Motorcycle rider,Male,41,40_to_64,4
5569,Driver,Male,22,17_to_25,2
5570,Driver,Male,38,26_to_39,3
5571,Driver,Male,36,26_to_39,3
5572,Driver,Male,52,40_to_64,4
5573,Driver,Male,26,26_to_39,3
5574,Passenger,Male,33,26_to_39,3
5575,Driver,Female,75,75_or_older,6
5576,Driver,Female,67,65_to_74,1
5577,Pedestrian,Female,75,75_or_older,6
5578,Pedestrian,Male,88,75_or_older,6
5579,Motorcycle rider,Male,33,26_to_39,3
5580,Passenger,Male,18,17_to_25,2
5581,Driver,Male,34,26_to_39,3
5582,Pedal cyclist,Male,28,26_to_39,3
5583,Pedestrian,Male,26,26_to_39,3
5584,Driver,Male,60,40_to_64,4
5585,Driver,Male,90,75_or_older,6
5586,Driver,Male,46,40_to_64,4
5587,Driver,Female,29,26_to_39,3
5588,Passenger,Male,16,0_to_16,5
5589,Driver,Male,19,17_to_25,2
5590,Driver,Male,24,17_to_25,2
5591,Passenger,Male,87,75_or_older,6
5592,Pedestrian,Male,14,0_to_16,5
5593,Motorcycle rider,Male,28,26_to_39,3
5594,Driver,Female,78,75_or_older,6
5595,Pedestrian,Female,92,75_or_older,6
5596,Pedestrian,Male,49,40_to_64,4
5597,Driver,Male,51,40_to_64,4
5598,Driver,Male,56,40_to_64,4
5599,Driver,Male,34,26_to_39,3
5600,Passenger,Male,28,26_to_39,3
5601,Pedal cyclist,Male,53,40_to_64,4
5602,Motorcycle rider,Male,27,26_to_39,3
5603,Driver,Female,56,40_to_64,4
5604,Pedestrian,Female,1,0_to_16,5
5605,Motorcycle rider,Male,31,26_to_39,3
5606,Motorcycle rider,Male,26,26_to_39,3
5607,Motorcycle rider,Male,25,17_to_25,2
5608,Motorcycle rider,Male,40,40_to_64,4
5609,Pedestrian,Female,81,75_or_older,6
5610,Driver,Male,72,65_to_74,1
5611,Passenger,Male,18,17_to_25,2
5612,Driver,Male,25,17_to_25,2
5613,Driver,Male,19,17_to_25,2
5614,Passenger,Female,22,17_to_25,2
5615,Passenger,Male,21,17_to_25,2
5616,Pedestrian,Female,43,40_to_64,4
5617,Motorcycle rider,Male,34,26_to_39,3
5618,Passenger,Female,79,75_or_older,6
5619,Passenger,Male,25,17_to_25,2
5620,Passenger,Female,46,40_to_64,4
5621,Driver,Female,72,65_to_74,1
5622,Passenger,Male,30,26_to_39,3
5623,Passenger,Male,22,17_to_25,2
5624,Passenger,Male,6,0_to_16,5
5625,Driver,Male,60,40_to_64,4
5626,Pedestrian,Female,72,65_to_74,1
5627,Driver,Male,64,40_to_64,4
5628,Passenger,Female,58,40_to_64,4
5629,Motorcycle rider,Male,46,40_to_64,4
5630,Passenger,Male,84,75_or_older,6
5631,Motorcycle rider,Male,50,40_to_64,4
5632,Driver,Male,42,40_to_64,4
5633,Driver,Male,22,17_to_25,2
5634,Driver,Male,80,75_or_older,6
5635,Pedestrian,Male,61,40_to_64,4
5636,Driver,Male,63,40_to_64,4
5637,Driver,Male,27,26_to_39,3
5638,Driver,Male,48,40_to_64,4
5639,Motorcycle rider,Male,22,17_to_25,2
5640,Driver,Male,43,40_to_64,4
5641,Motorcycle rider,Male,52,40_to_64,4
5642,Driver,Female,51,40_to_64,4
5643,Pedestrian,Female,95,75_or_older,6
5644,Pedestrian,Female,29,26_to_39,3
5645,Driver,Male,51,40_to_64,4
5646,Pedestrian,Male,37,26_to_39,3
5647,Motorcycle rider,Male,52,40_to_64,4
5648,Pedal cyclist,Male,49,40_to_64,4
5649,Driver,Male,86,75_or_older,6
5650,Passenger,Female,86,75_or_older,6
5651,Motorcycle rider,Male,33,26_to_39,3
5652,Motorcycle rider,Male,48,40_to_64,4
5653,Pedal cyclist,Male,51,40_to_64,4
5654,Driver,Male,69,65_to_74,1
5655,Driver,Male,27,26_to_39,3
5656,Driver,Male,90,75_or_older,6
5657,Pedestrian,Male,65,65_to_74,1
5658,Pedestrian,Female,87,75_or_older,6
5659,Pedal cyclist,Male,18,17_to_25,2
5660,Driver,Male,70,65_to_74,1
5661,Passenger,Female,54,40_to_64,4
5662,Driver,Male,74,65_to_74,1
5663,Motorcycle rider,Male,34,26_to_39,3
5664,Driver,Male,85,75_or_older,6
5665,Driver,Male,90,75_or_older,6
5666,Driver,Male,74,65_to_74,1
5667,Driver,Male,62,40_to_64,4
5668,Driver,Male,28,26_to_39,3
5669,Driver,Male,52,40_to_64,4
5670,Pedestrian,Male,44,40_to_64,4
5671,Passenger,Female,89,75_or_older,6
5672,Motorcycle rider,Male,22,17_to_25,2
5673,Driver,Male,70,65_to_74,1
5674,Driver,Male,62,40_to_64,4
5675,Driver,Male,39,26_to_39,3
5676,Driver,Male,93,75_or_older,6
5677,Driver,Male,48,40_to_64,4
5678,Pedal cyclist,Male,35,26_to_39,3
5679,Motorcycle rider,Male,23,17_to_25,2
5680,Driver,Male,44,40_to_64,4
5681,Driver,Male,20,17_to_25,2
5682,Driver,Female,17,17_to_25,2
5683,Pedestrian,Male,99,75_or_older,6
5684,Driver,Male,79,75_or_older,6
5685,Motorcycle rider,Male,56,40_to_64,4
5686,Passenger,Female,4,0_to_16,5
5687,Pedestrian,Male,83,75_or_older,6
5688,Driver,Male,68,65_to_74,1
5689,Driver,Male,25,17_to_25,2
5690,Motorcycle rider,Male,22,17_to_25,2
5691,Pedestrian,Male,62,40_to_64,4
5692,Driver,Male,37,26_to_39,3
5693,Driver,Male,76,75_or_older,6
5694,Pedestrian,Female,15,0_to_16,5
5695,Pedestrian,Male,39,26_to_39,3
5696,Pedestrian,Male,20,17_to_25,2
5697,Pedal cyclist,Male,22,17_to_25,2
5698,Motorcycle rider,Male,25,17_to_25,2
5699,Passenger,Male,31,26_to_39,3
5700,Driver,Male,19,17_to_25,2
5701,Driver,Male,22,17_to_25,2
5702,Pedestrian,Male,62,40_to_64,4
5703,Driver,Male,60,40_to_64,4
5704,Passenger,Female,63,40_to_64,4
5705,Driver,Female,62,40_to_64,4
5706,Driver,Male,59,40_to_64,4
5707,Motorcycle rider,Male,21,17_to_25,2
5708,Passenger,Female,71,65_to_74,1
5709,Passenger,Female,34,26_to_39,3
5710,Pedestrian,Male,25,17_to_25,2
5711,Driver,Male,29,26_to_39,3
5712,Driver,Male,46,40_to_64,4
5713,Driver,Male,20,17_to_25,2
5714,Pedal cyclist,Male,86,75_or_older,6
5715,Driver,Female,16,0_to_16,5
5716,Driver,Male,52,40_to_64,4
5717,Pedestrian,Male,95,75_or_older,6
5718,Driver,Female,57,40_to_64,4
5719,Motorcycle rider,Male,30,26_to_39,3
5720,Motorcycle rider,Male,37,26_to_39,3
5721,Pedestrian,Male,88,75_or_older,6
5722,Driver,Male,75,75_or_older,6
5723,Driver,Male,23,17_to_25,2
5724,Driver,Male,35,26_to_39,3
5725,Pedestrian,Male,24,17_to_25,2
5726,Motorcycle rider,Male,24,17_to_25,2
5727,Pedestrian,Male,56,40_to_64,4
5728,Driver,Male,76,75_or_older,6
5729,Passenger,Female,37,26_to_39,3
5730,Driver,Male,34,26_to_39,3
5731,Driver,Male,42,40_to_64,4
5732,Motorcycle rider,Female,58,40_to_64,4
5733,Driver,Male,47,40_to_64,4
5734,Passenger,Male,47,40_to_64,4
5735,Driver,Male,44,40_to_64,4
5736,Driver,Male,45,40_to_64,4
5737,Driver,Male,62,40_to_64,4
5738,Driver,Male,30,26_to_39,3
5739,Driver,Male,65,65_to_74,1
5740,Passenger,Male,28,26_to_39,3
5741,Driver,Male,49,40_to_64,4
5742,Driver,Male,22,17_to_25,2
5743,Driver,Female,69,65_to_74,1
5744,Passenger,Male,41,40_to_64,4
5745,Pedestrian,Female,78,75_or_older,6
5746,Driver,Male,47,40_to_64,4
5747,Driver,Male,31,26_to_39,3
5748,Passenger,Female,73,65_to_74,1
5749,Driver,Male,73,65_to_74,1
5750,Driver,Female,56,40_to_64,4
5751,Passenger,Female,20,17_to_25,2
5752,Pedestrian,Male,41,40_to_64,4
5753,Motorcycle rider,Male,30,26_to_39,3
5754,Motorcycle rider,Male,28,26_to_39,3
5755,Driver,Male,57,40_to_64,4
5756,Driver,Female,50,40_to_64,4
5757,Motorcycle rider,Male,59,40_to_64,4
5758,Driver,Female,77,75_or_older,6
5759,Passenger,Female,64,40_to_64,4
5760,Driver,Male,32,26_to_39,3
5761,Passenger,Male,86,75_or_older,6
5762,Passenger,Female,85,75_or_older,6
5763,Passenger,Male,27,26_to_39,3
5764,Passenger,Female,79,75_or_older,6
5765,Driver,Male,75,75_or_older,6
5766,Driver,Female,63,40_to_64,4
5767,Passenger,Male,74,65_to_74,1
5768,Driver,Male,30,26_to_39,3
5769,Pedestrian,Female,45,40_to_64,4
5770,Passenger,Male,21,17_to_25,2
5771,Driver,Male,46,40_to_64,4
5772,Passenger,Female,18,17_to_25,2
5773,Driver,Male,22,17_to_25,2
5774,Motorcycle rider,Male,32,26_to_39,3
5775,Passenger,Male,27,26_to_39,3
5776,Passenger,Male,18,17_to_25,2
5777,Driver,Male,41,40_to_64,4
5778,Passenger,Male,15,0_to_16,5
5779,Driver,Female,17,17_to_25,2
5780,Driver,Male,49,40_to_64,4
5781,Passenger,Male,63,40_to_64,4
5782,Passenger,Female,40,40_to_64,4
5783,Motorcycle rider,Male,49,40_to_64,4
5784,Motorcycle rider,Male,58,40_to_64,4
5785,Driver,Male,88,75_or_older,6
5786,Motorcycle rider,Male,31,26_to_39,3
5787,Pedestrian,Male,20,17_to_25,2
5788,Pedestrian,Female,73,65_to_74,1
5789,Motorcycle rider,Male,26,26_to_39,3
5790,Driver,Male,58,40_to_64,4
5791,Motorcycle rider,Male,32,26_to_39,3
5792,Driver,Male,23,17_to_25,2
5793,Driver,Male,19,17_to_25,2
5794,Driver,Male,64,40_to_64,4
5795,Motorcycle rider,Male,23,17_to_25,2
5796,Driver,Male,82,75_or_older,6
5797,Driver,Male,59,40_to_64,4
5798,Passenger,Female,25,17_to_25,2
5799,Driver,Male,19,17_to_25,2
5800,Driver,Male,23,17_to_25,2
5801,Pedestrian,Male,68,65_to_74,1
5802,Driver,Male,43,40_to_64,4
5803,Passenger,Male,21,17_to_25,2
5804,Driver,Male,28,26_to_39,3
5805,Driver,Male,20,17_to_25,2
5806,Driver,Female,56,40_to_64,4
5807,Driver,Male,36,26_to_39,3
5808,Motorcycle rider,Male,47,40_to_64,4
5809,Driver,Male,90,75_or_older,6
5810,Pedestrian,Female,83,75_or_older,6
5811,Motorcycle rider,Male,25,17_to_25,2
5812,Motorcycle rider,Male,43,40_to_64,4
5813,Pedestrian,Female,81,75_or_older,6
5814,Driver,Female,18,17_to_25,2
5815,Pedestrian,Male,69,65_to_74,1
5816,Driver,Male,74,65_to_74,1
5817,Pedestrian,Male,46,40_to_64,4
5818,Driver,Male,75,75_or_older,6
5819,Motorcycle rider,Male,26,26_to_39,3
5820,Driver,Female,75,75_or_older,6
5821,Passenger,Female,23,17_to_25,2
5822,Driver,Male,24,17_to_25,2
5823,Driver,Male,78,75_or_older,6
5824,Pedestrian,Female,80,75_or_older,6
5825,Driver,Male,66,65_to_74,1
5826,Driver,Male,20,17_to_25,2
5827,Pedal cyclist,Male,66,65_to_74,1
5828,Motorcycle rider,Male,62,40_to_64,4
5829,Driver,Female,30,26_to_39,3
5830,Driver,Female,42,40_to_64,4
5831,Driver,Male,42,40_to_64,4
5832,Driver,Male,63,40_to_64,4
5833,Driver,Male,62,40_to_64,4
5834,Passenger,Male,41,40_to_64,4
5835,Passenger,Male,14,0_to_16,5
5836,Passenger,Male,20,17_to_25,2
5837,Driver,Male,91,75_or_older,6
5838,Driver,Male,29,26_to_39,3
5839,Driver,Male,86,75_or_older,6
5840,Pedestrian,Male,78,75_or_older,6
5841,Passenger,Male,21,17_to_25,2
5842,Passenger,Male,7,0_to_16,5
5843,Driver,Male,31,26_to_39,3
5844,Driver,Male,35,26_to_39,3
5845,Passenger,Male,17,17_to_25,2
5846,Passenger,Female,28,26_to_39,3
5847,Passenger,Male,19,17_to_25,2
5848,Motorcycle rider,Male,26,26_to_39,3
5849,Driver,Male,50,40_to_64,4
5850,Passenger,Male,55,40_to_64,4
5851,Pedal cyclist,Male,66,65_to_74,1
5852,Driver,Male,82,75_or_older,6
5853,Driver,Male,27,26_to_39,3
5854,Driver,Male,86,75_or_older,6
5855,Passenger,Male,92,75_or_older,6
5856,Driver,Female,26,26_to_39,3
5857,Driver,Male,90,75_or_older,6
5858,Driver,Male,46,40_to_64,4
5859,Pedestrian,Male,80,75_or_older,6
5860,Driver,Male,20,17_to_25,2
5861,Driver,Male,36,26_to_39,3
5862,Pedestrian,Male,29,26_to_39,3
5863,Pedestrian,Male,72,65_to_74,1
5864,Driver,Male,26,26_to_39,3
5865,Driver,Male,47,40_to_64,4
5866,Driver,Male,38,26_to_39,3
5867,Pedestrian,Male,43,40_to_64,4
5868,Passenger,Male,27,26_to_39,3
5869,Driver,Female,25,17_to_25,2
5870,Pedestrian,Male,89,75_or_older,6
5871,Pedestrian,Female,86,75_or_older,6
5872,Driver,Male,53,40_to_64,4
5873,Pedestrian,Male,78,75_or_older,6
5874,Pedestrian,Female,62,40_to_64,4
5875,Driver,Male,51,40_to_64,4
5876,Motorcycle rider,Male,24,17_to_25,2
5877,Passenger,Male,18,17_to_25,2
5878,Driver,Male,56,40_to_64,4
5879,Driver,Male,23,17_to_25,2
5880,Driver,Female,47,40_to_64,4
5881,Motorcycle rider,Male,27,26_to_39,3
5882,Passenger,Female,0,0_to_16,5
5883,Driver,Female,92,75_or_older,6
5884,Motorcycle rider,Male,58,40_to_64,4
5885,Driver,Male,36,26_to_39,3
